Entry	Gene names	yourlist:M20200923E5A08BB0B2D1C45B0C7BC3B55FD26556BA4708Z
P29597	TYK2	7297
Q9NVU7	SDAD1 NUC130	55153
Q7Z5G4	GOLGA7 GCP16 HDCKB03P HSPC041	51125
O15213	WDR46 BING4 C6orf11 FP221	9277
P54198	HIRA DGCR1 HIR TUPLE1	7290
P40337	VHL	7428
Q9GZW8	MS4A7 4SPAN2 CD20L4 CFFM4	58475
Q8IWR1	TRIM59 RNF104 TRIM57 TSBF1	286827
Q8TEX9	IPO4 IMP4B RANBP4	79711
P78383	SLC35B1 UGTREL1	10237
P55957	BID	637
Q5T6S3	PHF19 PCL3	26147
Q9Y3Q8	TSC22D4 THG1 TILZ2	81628
Q16763	UBE2S E2EPF OK/SW-cl.73	27338
Q9NWF9	RNF216 TRIAD3 UBCE7IP1 ZIN	54476
Q96PL5	ERMAP RD SC	114625
O00264	PGRMC1 HPR6.6 PGRMC	10857
O14920	IKBKB IKKB	3551
Q14119	VEZF1 DB1 ZNF161	7716
Q96QC0	PPP1R10 CAT53 FB19 PNUTS	5514
Q9Y2X7	GIT1	28964
P32246	CCR1 CMKBR1 CMKR1 SCYAR1	1230
Q9NZM1	MYOF FER1L3 KIAA1207	26509
O95476	CTDNEP1 DULLARD	23399
Q14242	SELPLG	6404
O60504	SORBS3 SCAM1	10174
Q8TEH3	DENND1A FAM31A KIAA1608	57706
O95248	SBF1 MTMR5	6305
Q9BQ39	DDX50	79009
Q9P2K8	EIF2AK4 GCN2 KIAA1338	440275
Q9Y3L3	SH3BP1	23616
Q96RR4	CAMKK2 CAMKKB KIAA0787	10645
Q99567	NUP88	4927
Q8N573	OXR1 Nbla00307	55074
Q9BSL1	UBAC1 GBDR1 KPC2 UBADC1	10422
Q10588	BST1	683
Q96PM9	ZNF385A HZF RZF ZNF385	25946
Q9Y2Y0	ARL2BP BART BART1	23568
O60942	RNGTT CAP1A	8732
P78368	CSNK1G2 CK1G2	1455
P60891	PRPS1	5631
Q8IZH2	XRN1 SEP1	54464
Q9P2R7	SUCLA2	8803
Q8IYS2	KIAA2013	90231
Q9NXG2	THUMPD1	55623
Q6IC98	GRAMD4 DIP KIAA0767	23151
P82914	MRPS15 RPMS15 DC37	64960
O95178	NDUFB2	4708
Q13620	CUL4B KIAA0695	8450
P54687	BCAT1 BCT1 ECA39	586
Q14562	DHX8 DDX8	1659
Q2M389	WASHC4 KIAA1033	23325
P38571	LIPA	3988
Q9ULX3	NOB1 ART4 NOB1P PSMD8BP1 MSTP158	28987
O60287	URB1 C21orf108 KIAA0539 NOP254 NPA1	9875
P30414	NKTR	4820
Q86XL3	ANKLE2 KIAA0692 LEM4	23141
P19404	NDUFV2	4729
P0CK96	SLC35E2B KIAA0447	728661
P48960	ADGRE5 CD97	976
Q14596	NBR1 1A13B KIAA0049 M17S2 MIG19	4077
Q16612	NREP C5orf13 P311	9315
Q9H7M9	VSIR C10orf54 SISP1 VISTA PP2135 UNQ730/PRO1412	64115
P28907	CD38	952
Q13057	COASY PSEC0106	80347
O60449	LY75 CD205 CLEC13B	4065
P98194	ATP2C1 KIAA1347 PMR1L HUSSY-28	27032
P50135	HNMT	3176
Q4KMP7	TBC1D10B FP2461	26000
O00161	SNAP23	8773
Q13488	TCIRG1 ATP6N1C ATP6V0A3	10312
Q9H1A3	METTL9 DREV CGI-81	51108
Q9NYZ3	GTSE1	51512
Q92820	GGH	8836
Q6YN16	HSDL2 C9orf99 SDR13C1	84263
Q8WXX5	DNAJC9	23234
Q9UNY4	TTF2	8458
Q9Y3B7	MRPL11 CGI-113	65003
Q13867	BLMH	642
O00231	PSMD11	5717
Q9UJX2	CDC23 ANAPC8	8697
Q9BXW9	FANCD2 FACD	2177
Q96IZ7	RSRC1 SRRP53 BM-011	51319
A8MTT3	CEBPZOS CEBPZ-AS1	100505876
O15173	PGRMC2 DG6 PMBP	10424
Q02790	FKBP4 FKBP52	2288
Q05481	ZNF91	7644
Q08050	FOXM1 FKHL16 HFH11 MPP2 WIN	2305
Q96QE3	ATAD5 C17orf41 FRAG1	79915
P53675	CLTCL1 CLH22 CLTCL CLTD	8218
Q9BUL8	PDCD10 CCM3 TFAR15	11235
Q06787	FMR1	2332
Q96PK6	RBM14 SIP	10432
O75448	MED24 ARC100 CRSP4 DRIP100 KIAA0130 THRAP4 TRAP100	9862
Q13907	IDI1	3422
Q9UHW5	GPN3 ATPBD1C AD-009 UNQ1876/PRO4319	51184
P04920	SLC4A2 AE2 EPB3L1 HKB3 MPB3L	6522
Q9Y2R4	DDX52 ROK1 HUSSY-19	11056
Q9Y295	DRG1 NEDD3	4733
P30837	ALDH1B1 ALDH5 ALDHX	219
Q14CW9	ATXN7L3	56970
P49790	NUP153	9972
P82921	MRPS21 RPMS21 MDS016	54460
Q15276	RABEP1 RAB5EP RABPT5 RABPT5A	9135
Q9UKI8	TLK1 KIAA0137	9874
Q08722	CD47 MER6	961
P41002	CCNF FBX1 FBXO1	899
Q8WTT2	NOC3L AD24 C10orf117 FAD24	64318
Q96HC4	PDLIM5 ENH L9	10611
Q15018	ABRAXAS2 ABRO1 FAM175B KIAA0157	23172
Q92890	UFD1 UFD1L	7353
Q15435	PPP1R7 SDS22	5510
O43765	SGTA SGT SGT1	6449
O43290	SART1	9092
O95376	ARIH2 ARI2 TRIAD1 HT005	10425
Q68E01	INTS3 C1orf193 C1orf60	65123
P30154	PPP2R1B	5519
Q14586	ZNF267	10308
P20338	RAB4A RAB4	5867
P16298	PPP3CB CALNA2 CALNB CNA2	5532
O95251	KAT7 HBO1 HBOa MYST2	11143
Q03936	ZNF92	168374
O60858	TRIM13 LEU5 RFP2 RNF77	10206
P50749	RASSF2 CENP-34 KIAA0168	9770
O00418	EEF2K	29904
Q6UW56	ATRAID APR3 C2orf28 HSPC013 UNQ214/PRO240	51374
Q5VW36	FOCAD KIAA1797	54914
Q9H4E7	DEF6 IBP	50619
O43175	PHGDH PGDH3	26227
Q9H257	CARD9	64170
O60476	MAN1A2 MAN1B	10905
Q9NP97	DYNLRB1 BITH DNCL2A DNLC2A ROBLD1 HSPC162	83658
O95155	UBE4B HDNB1 KIAA0684 UFD2	10277
Q9BSJ2	TUBGCP2 GCP2	10844
Q86VZ4	LRP11	84918
O75940	SMNDC1 SMNR SPF30	10285
P25054	APC DP2.5	324
O14976	GAK	2580
O76071	CIAO1 CIA1 WDR39	9391
P22061	PCMT1	5110
Q96K37	SLC35E1 PSEC0038	79939
P11234	RALB	5899
P45984	MAPK9 JNK2 PRKM9 SAPK1A	5601
Q96PU4	UHRF2 NIRF RNF107	115426
P55145	MANF ARMET ARP	7873
P40692	MLH1 COCA2	4292
Q9NZM3	ITSN2 KIAA1256 SH3D1B SWAP	50618
Q9NQX7	ITM2C BRI3 hucep-14 NPD018 PSEC0047	81618
Q9NY93	DDX56 DDX21 NOH61	54606
Q9BYC9	MRPL20	55052
Q9BTK6	PAGR1 C16orf53 PA1	79447
P40616	ARL1	400
Q01469	FABP5	2171
Q9UKZ1	CNOT11 C2orf29 C40	55571
Q8N6H7	ARFGAP2 ZNF289 Nbla10535	84364
Q96AE7	TTC17	55761
Q93052	LPP	4026
Q96T68	SETDB2 C13orf4 CLLD8 KMT1F	83852
Q3MUY2	PIGY	84992
P13747	HLA-E HLA-6.2 HLAE	3133
O95249	GOSR1 GS28	9527
Q5TAX3	TUT4 KIAA0191 ZCCHC11	23318
O75167	PHACTR2 C6orf56 KIAA0680	9749
P00505	GOT2	2806
Q86V24	ADIPOR2 PAQR2	79602
Q9NYB0	TERF2IP DRIP5 RAP1 PP8000	54386
Q8TCT0	CERK KIAA1646	64781
Q5T4T1	TMEM170B	100113407
Q9P107	GMIP	51291
Q9BW27	NUP85 NUP75 PCNT1	79902
O95391	SLU7	10569
P24666	ACP1	52
Q92597	NDRG1 CAP43 DRG1 RTP	10397
Q9NV58	RNF19A RNF19	25897
Q8WY22	BRI3BP KG19	140707
Q8TEL6	TRPC4AP C20orf188 TRRP4AP	26133
Q01629	IFITM2	10581
Q13596	SNX1	6642
P68366	TUBA4A TUBA1	7277
O75351	VPS4B SKD1 VPS42 MIG1	9525
Q8IY63	AMOTL1	154810
Q13144	EIF2B5 EIF2BE	8893
Q9NWU2	GID8 C20orf11 TWA1	54994
Q9UNH7	SNX6	58533
O14548	COX7A2L COX7AR COX7RP	9167
Q9P0W2	HMG20B BRAF35 HMGX2 HMGXB2 SMARCE1R	10362
Q68DH5	LMBRD2	92255
Q9H446	RWDD1 DFRP2 CGI-24 PTD013	51389
P42575	CASP2 ICH1 NEDD2	835
Q9NVH2	INTS7 C1orf73	25896
P48736	PIK3CG	5294
Q5TC82	RC3H1 KIAA2025 RNF198	149041
Q16676	FOXD1 FKHL8 FREAC4	2297
O94759	TRPM2 EREG1 KNP3 LTRPC2 TRPC7	7226
Q9BWJ5	SF3B5 SF3B10	83443
P04233	CD74 DHLAG	972
Q92673	SORL1 C11orf32	6653
Q9Y3Q3	TMED3 C15orf22 UNQ5357/PRO1078	23423
P14735	IDE	3416
O43504	LAMTOR5 HBXIP XIP	10542
P52435	POLR2J POLR2J1	5439
Q9UKW4	VAV3	10451
Q8N7R7	CCNYL1	151195
O43422	THAP12 DAP4 P52RIPK PRKRIR THAP0	5612
Q9ULC5	ACSL5 ACS5 FACL5 UNQ633/PRO1250	51703
Q16537	PPP2R5E	5529
Q92620	DHX38 DDX38 KIAA0224 PRP16	9785
Q96B02	UBE2W UBC16	55284
O14757	CHEK1 CHK1	1111
Q9C0D2	CEP295 KIAA1731	85459
O95299	NDUFA10	4705
Q8WWZ3	EDARADD	128178
Q9H967	WDR76	79968
P06213	INSR	3643
P45877	PPIC CYPC	5480
Q9NPQ8	RIC8A	60626
P06280	GLA	2717
P54920	NAPA SNAPA	8775
P01116	KRAS KRAS2 RASK2	3845
Q9P1T7	MDFIC	29969
Q9BXK5	BCL2L13 MIL1 CD003	23786
Q9UL25	RAB21 KIAA0118	23011
Q15172	PPP2R5A	5525
P22059	OSBP OSBP1	5007
Q9NUK0	MBNL3 CHCR MBLX39 MBXL	55796
Q7L1W4	LRRC8D LRRC5 UNQ213/PRO239	55144
Q9UII5	ZNF107 ZFD25 ZNF588	51427
Q9Y5K6	CD2AP	23607
Q9UEW8	STK39 SPAK	27347
P00492	HPRT1 HPRT	3251
Q99952	PTPN18 BDP1	26469
Q5VTR2	RNF20 BRE1A	56254
Q96MC6	MFSD14A HIAT1	64645
P09958	FURIN FUR PACE PCSK3	5045
Q9HC98	NEK6	10783
Q659A1	ICE2 BRCC1 NARG2 UNQ3101/PRO10100	79664
Q9NVM9	INTS13 ASUN C12orf11 GCT1	55726
P08195	SLC3A2 MDU1	6520
Q7Z3B4	NUP54	53371
Q8NC54	KCT2 C5orf15 HTGN29	56951
Q9P031	CCDC59 BR22 TAP26 HSPC128	29080
Q92543	SNX19 KIAA0254	399979
P61011	SRP54	6729
Q6V9R5	ZNF562	54811
O14730	RIOK3 SUDD	8780
P45880	VDAC2	7417
P49748	ACADVL VLCAD	37
O95613	PCNT KIAA0402 PCNT2	5116
Q8NCW5	NAXE AIBP APOA1BP YJEFN1	128240
Q9BV57	ADI1 MTCBP1 HMFT1638	55256
P53041	PPP5C PPP5	5536
Q9BVC6	TMEM109	79073
P51828	ADCY7 KIAA0037	113
Q86X55	CARM1 PRMT4	10498
P60510	PPP4C PPP4 PPX	5531
P42765	ACAA2	10449
Q92610	ZNF592 KIAA0211	9640
Q9Y5M8	SRPRB PSEC0230	58477
O95271	TNKS PARP5A PARPL TIN1 TINF1 TNKS1	8658
Q9NXG0	CNTLN C9orf101 C9orf39	54875
Q86YQ8	CPNE8	144402
Q15208	STK38 NDR1	11329
Q12972	PPP1R8 ARD1 NIPP1	5511
P43686	PSMC4 MIP224 TBP7	5704
Q9Y3B9	RRP15 KIAA0507 CGI-115	51018
Q14684	RRP1B KIAA0179	23076
Q9UBQ0	VPS29 DC15 DC7 MDS007	51699
Q8IY81	FTSJ3 SB92	117246
Q5T3J3	LRIF1 C1orf103 RIF1	55791
O60291	MGRN1 KIAA0544 RNF156	23295
Q9Y6G3	MRPL42 MRPL31 MRPS32 RPML31 HSPC204 PTD007	28977
Q15654	TRIP6 OIP1	7205
P15291	B4GALT1 GGTB2	2683
Q9H9L3	ISG20L2 HSD-38 HSD38	81875
Q9NY61	AATF CHE1 DED HSPC277	26574
Q9P2D1	CHD7 KIAA1416	55636
Q9BV90	SNRNP25 C16orf33	79622
Q96RN5	MED15 ARC105 CTG7A PCQAP TIG1 TNRC7	51586
Q9H444	CHMP4B C20orf178 SHAX1	128866
P16035	TIMP2	7077
O94964	SOGA1 C20orf117 KIAA0889 SOGA	140710
Q7Z4G1	COMMD6 MSTP076	170622
Q8IX01	SUGP2 KIAA0365 SFRS14	10147
O60573	EIF4E2 EIF4EL3	9470
O00748	CES2 ICE	8824
Q8N3D4	EHBP1L1	254102
O75531	BANF1 BAF BCRG1	8815
P06730	EIF4E EIF4EL1 EIF4F	1977
Q9BX70	BTBD2	55643
Q96CS3	FAF2 ETEA KIAA0887 UBXD8 UBXN3B	23197
Q7L590	MCM10 PRO2249	55388
Q9UL03	INTS6 DBI1 DDX26 DDX26A	26512
O60508	CDC40 EHB3 PRP17 PRPF17	51362
P78356	PIP4K2B PIP5K2B	8396
Q9Y3A2	UTP11 UTP11L CGI-94 HDCMB12P	51118
Q9NSV4	DIAPH3 DIAP3	81624
Q71F23	CENPU ICEN24 KLIP1 MLF1IP PBIP1	79682
P78324	SIRPA BIT MFR MYD1 PTPNS1 SHPS1 SIRP	140885
Q9Y5A7	NUB1 NYREN18	51667
Q8IZP0	ABI1 SSH3BP1	10006
P09884	POLA1 POLA	5422
Q9NPI1	BRD7 BP75 CELTIX1	29117
O60266	ADCY3 KIAA0511	109
P16070	CD44 LHR MDU2 MDU3 MIC4	960
Q8IXJ9	ASXL1 KIAA0978	171023
Q86UK7	ZNF598	90850
O94806	PRKD3 EPK2 PRKCN	23683
P61006	RAB8A MEL RAB8	4218
Q86WC6	PPP1R27 DYSFIP1	116729
P11362	FGFR1 BFGFR CEK FGFBR FLG FLT2 HBGFR	2260
P35240	NF2 SCH	4771
Q96J02	ITCH	83737
Q9UHB7	AFF4 AF5Q31 MCEF HSPC092	27125
Q9NVI7	ATAD3A	55210
Q9BV44	THUMPD3	25917
Q9NX24	NHP2 NOLA2 HSPC286	55651
Q9Y5Q9	GTF3C3	9330
P40425	PBX2 G17	5089
Q86UX7	FERMT3 KIND3 MIG2B URP2	83706
Q9H9A7	RMI1 C9orf76	80010
Q9NPE3	NOP10 NOLA3	55505
Q99575	POP1 KIAA0061	10940
P48730	CSNK1D HCKID	1453
O60603	TLR2 TIL4	7097
P07199	CENPB	1059
O60674	JAK2	3717
Q8WUA2	PPIL4	85313
Q9UHG3	PCYOX1 KIAA0908 PCL1 UNQ597/PRO1183	51449
P61326	MAGOH MAGOHA	4116
H0YL14	TMEM250 C9orf69	90120
O14964	HGS HRS	9146
P50148	GNAQ GAQ	2776
P46736	BRCC3 BRCC36 C6.1A CXorf53	79184
Q6VMQ6	ATF7IP MCAF MCAF1	55729
Q8WV19	SFT2D1 C6orf83	113402
P18615	NELFE RD RDBP	7936
Q15036	SNX17 KIAA0064	9784
Q2TAY7	SMU1	55234
Q12800	TFCP2 LSF SEF	7024
P13807	GYS1 GYS	2997
Q96EU6	RRP36 C6orf153 HSPC253	88745
Q9GZU7	CTDSP1 NIF3 NLIIF SCP1	58190
Q9UQ84	EXO1 EXOI HEX1	9156
Q969S3	ZNF622 ZPR9	90441
Q14691	GINS1 KIAA0186 PSF1	9837
Q13433	SLC39A6 LIV1 ZIP6	25800
Q9UI09	NDUFA12 DAP13	55967
P48739	PITPNB	23760
Q9Y3A5	SBDS CGI-97	51119
Q9H2U1	DHX36 DDX36 KIAA1488 MLEL1 RHAU	170506
Q01167	FOXK2 ILF ILF1	3607
P13674	P4HA1 P4HA	5033
O95989	NUDT3 DIPP DIPP1	11165
Q6ULP2	AFTPH AFTH	54812
P49841	GSK3B	2932
Q9BQ65	USB1 C16orf57	79650
Q86Y39	NDUFA11	126328
P16278	GLB1 ELNR1	2720
O00311	CDC7 CDC7L1	8317
Q00059	TFAM TCF6 TCF6L2	7019
P49642	PRIM1	5557
P60468	SEC61B	10952
P52657	GTF2A2 TF2A2	2958
Q9UHP3	USP25 USP21	29761
Q9NZE8	MRPL35 BM-007	51318
Q8WVN8	UBE2Q2	92912
O00444	PLK4 SAK STK18	10733
Q7Z7M0	MEGF8 C19orf49 EGFL4 KIAA0817	1954
Q12979	ABR	29
Q6UX65	DRAM2 TMEM77 PSEC0031 UNQ154/PRO180	128338
Q9NZL9	MAT2B TGR MSTP045 Nbla02999 UNQ2435/PRO4995	27430
Q96EV2	RBM33 PRR8	155435
Q8WVM8	SCFD1 C14orf163 KIAA0917 STXBP1L2 FKSG23	23256
Q8IWR0	ZC3H7A ZC3H7 ZC3HDC7 HSPC055	29066
Q9Y6N7	ROBO1 DUTT1	6091
P19367	HK1	3098
Q6DKI1	RPL7L1	285855
Q9NYL9	TMOD3	29766
Q6UX04	CWC27 SDCCAG10 UNQ438/PRO871	10283
Q9NU23	LYRM2	57226
Q3KQU3	MAP7D1 KIAA1187 PARCC1 RPRC1 PP2464	55700
Q12824	SMARCB1 BAF47 INI1 SNF5L1	6598
Q9H4L7	SMARCAD1 KIAA1122	56916
Q8IYH5	ZZZ3	26009
Q9H1Y0	ATG5 APG5L ASP	9474
P18850	ATF6	22926
Q96SI9	STRBP SPNR	55342
Q9HBU6	ETNK1 EKI1	55500
Q14680	MELK KIAA0175	9833
P62306	SNRPF PBSCF	6636
Q969P6	TOP1MT	116447
Q15054	POLD3 KIAA0039	10714
Q14137	BOP1 KIAA0124	23246
Q15544	TAF11 TAF2I PRO2134	6882
P28715	ERCC5 ERCM2 XPG XPGC	2073
Q96P48	ARAP1 CENTD2 KIAA0782	116985
Q96AT9	RPE HUSSY-17	6120
Q9BR76	CORO1B	57175
P23258	TUBG1 TUBG	7283
Q9Y3A4	RRP7A CGI-96	27341
Q9Y236	OSGIN2 C8orf1	734
Q99700	ATXN2 ATX2 SCA2 TNRC13	6311
Q9NQW7	XPNPEP1 XPNPEPL XPNPEPL1	7511
Q13595	TRA2A	29896
Q96I24	FUBP3 FBP3	8939
Q99757	TXN2 TRX2	25828
Q9UKV0	HDAC9 HDAC7 HDAC7B HDRP KIAA0744 MITR	9734
Q9Y547	HSPB11 C1orf41 IFT25 HSPC034	51668
P46939	UTRN DMDL DRP1	7402
O14647	CHD2	1106
Q9UL63	MKLN1	4289
Q6UVJ0	SASS6 SAS6	163786
Q9P013	CWC15 C11orf5 AD-002 HSPC148	51503
O75925	PIAS1 DDXBP1	8554
Q969Q6	PPP2R3C C14orf10 G5PR	55012
O95406	CNIH1 CNIH CNIL UNQ155/PRO181	10175
Q16186	ADRM1 GP110	11047
Q15020	SART3 KIAA0156 TIP110	9733
O95777	LSM8	51691
Q8NEY8	PPHLN1 HSPC206 HSPC232	51535
Q92643	PIGK GPI8	10026
P04181	OAT	4942
Q6UWU4	C6orf89 BRAP UNQ177/PRO203	221477
P31751	AKT2	208
P55081	MFAP1	4236
Q9Y2T2	AP3M1	26985
Q96HS1	PGAM5	192111
P61020	RAB5B	5869
P29374	ARID4A RBBP1 RBP1	5926
Q9NPL8	TIMMDC1 C3orf1 UNQ247/PRO284	51300
P28288	ABCD3 PMP70 PXMP1	5825
Q99417	MYCBP AMY1	26292
O95219	SNX4	8723
O95202	LETM1	3954
Q9BXS5	AP1M1 CLTNM	8907
Q6DD88	ATL3	25923
Q9UBW7	ZMYM2 FIM RAMP ZNF198	7750
P49757	NUMB C14orf41	8650
Q9H7E9	C8orf33	65265
Q96EY1	DNAJA3 HCA57 TID1	9093
Q9HC07	TMEM165 TPARL	55858
P30533	LRPAP1 A2MRAP	4043
A0A024RBG1	NUDT4B	11163
Q9NZJ9	NUDT4 DIPP2 KIAA0487 HDCMB47P	11163
P51809	VAMP7 SYBL1	6845
O75064	DENND4B KIAA0476	9909
Q9ULH1	ASAP1 DDEF1 KIAA1249	50807
P62333	PSMC6 SUG2	5706
Q9NZ63	C9orf78 HCA59	51759
O94874	UFL1 KIAA0776 MAXER NLBP RCAD	23376
Q9NW82	WDR70	55100
Q10589	BST2	684
Q9Y221	NIP7 CGI-37 HSPC031 HSPC180 OK/SW-cl.76 OK/SW-cl.78	51388
P0CG13	CHTF8 CTF8	54921
O60244	MED14 ARC150 CRSP2 CXorf4 DRIP150 EXLM1 RGR1 TRAP170	9282
Q9H300	PARL PSARL PRO2207	55486
O60673	REV3L POLZ REV3	5980
P27448	MARK3 CTAK1 EMK2	4140
Q13569	TDG	6996
Q9NP72	RAB18	22931
Q13395	TARBP1 TRM3 TRP185	6894
Q13627	DYRK1A DYRK MNB MNBH	1859
P61073	CXCR4	7852
Q02809	PLOD1 LLH PLOD	5351
Q8N543	OGFOD1 KIAA1612 TPA1	55239
P29350	PTPN6 HCP PTP1C	5777
Q9UBK8	MTRR	4552
Q6AHZ1	ZNF518A KIAA0335 ZNF518	9849
O94822	LTN1 C21orf10 C21orf98 KIAA0714 RNF160 ZNF294 HSPC087	26046
Q96RS6	NUDCD1 CML66	84955
Q13098	GPS1 COPS1 CSN1	2873
Q92802	N4BP2L2 CG005 PFAAP5	10443
P52298	NCBP2 CBP20 PIG55	22916
P40938	RFC3	5983
Q8N1B4	VPS52 SACM2L	6293
Q9UQ13	SHOC2 KIAA0862	8036
P09543	CNP	1267
P23497	SP100	6672
P10253	GAA	2548
O14828	SCAMP3 C1orf3 PROPIN1	10067
O15269	SPTLC1 LCB1	10558
Q9H063	MAF1	84232
Q96T51	RUFY1 RABIP4 ZFYVE12	80230
Q9NWQ8	PAG1 CBP PAG	55824
Q96SB8	SMC6 SMC6L1	79677
Q9H6R6	ZDHHC6 ZNF376	64429
Q15059	BRD3 KIAA0043 RING3L	8019
Q5C9Z4	NOM1 C7orf3	64434
P07355	ANXA2 ANX2 ANX2L4 CAL1H LPC2D	302
Q00688	FKBP3 FKBP25	2287
Q96S52	PIGS UNQ1873/PRO4316	94005
Q96CX2	KCTD12 C13orf2 KIAA1778 PFET1	115207
Q9C0I1	MTMR12 KIAA1682 PIP3AP	54545
Q9UPY3	DICER1 DICER HERNA KIAA0928	23405
Q9P1Y6	PHRF1 KIAA1542	57661
Q68CL5	TPGS2 C18orf10 HMFN0601 L17	25941
Q14CS0	UBXN2B	137886
Q8IYN0	ZNF100	163227
Q14676	MDC1 KIAA0170 NFBD1	9656
Q15532	SS18 SSXT SYT	6760
Q9NRH2	SNRK KIAA0096 SNFRK	54861
O95983	MBD3	53615
O75717	WDHD1 AND1	11169
P27986	PIK3R1 GRB1	5295
Q63HN8	RNF213 ALO17 C17orf27 KIAA1554 KIAA1618 MYSTR	57674
Q4G0F5	VPS26B	112936
Q6PIY7	TENT2 GLD2 PAPD4	167153
P46531	NOTCH1 TAN1	4851
Q9H9B4	SFXN1	94081
Q93075	TATDN2 KIAA0218	9797
Q7L2E3	DHX30 DDX30 KIAA0890	22907
Q8TF20	ZNF721 KIAA1982	170960
P13861	PRKAR2A PKR2 PRKAR2	5576
Q15382	RHEB RHEB2	6009
Q969X0	RILPL2 RLP2	196383
O43172	PRPF4 PRP4	9128
Q13586	STIM1 GOK	6786
P30049	ATP5F1D ATP5D	513
P50238	CRIP1 CRIP CRP1	1396
O75691	UTP20 DRIM	27340
P49189	ALDH9A1 ALDH4 ALDH7 ALDH9	223
Q12959	DLG1	1739
Q00722	PLCB2	5330
Q9BUQ8	DDX23	9416
Q9UQQ2	SH2B3 LNK	10019
O43583	DENR DRP1 H14	8562
O75175	CNOT3 KIAA0691 LENG2 NOT3	4849
P53597	SUCLG1	8802
Q969U7	PSMG2 HCCA3 PAC2 TNFSF5IP1	56984
P56545	CTBP2	1488
Q8N442	GUF1	60558
Q6PGP7	TTC37 KIAA0372	9652
Q8TCG1	CIP2A KIAA1524	57650
Q969Y0	NXPE3 FAM55C MSTP115 UNQ5791/PRO19596	91775
Q9NWT8	AURKAIP1 AIP AKIP MRPS38	54998
P29353	SHC1 SHC SHCA	6464
Q96L91	EP400 CAGH32 KIAA1498 KIAA1818 TNRC12	57634
Q9BY42	RTF2 C20orf43 RTFDC1 AD-007 CDA05 HSPC164 HSPC169	51507
Q6ZRQ5	MMS22L C6orf167	253714
Q53HL2	CDCA8 PESCRG3	55143
Q9HAD4	WDR41 MSTP048	55255
P52739	ZNF131	7690
O15514	POLR2D	5433
Q93034	CUL5 VACM1	8065
Q86YT6	MIB1 DIP1 KIAA1323 ZZANK2	57534
P20073	ANXA7 ANX7 SNX OK/SW-cl.95	310
P83916	CBX1 CBX	10951
Q9H0R6	QRSL1	55278
Q9GZU8	PSME3IP1 C16orf94 FAM192A NIP30 PIP30 CDA018 CDA10	80011
Q9H488	POFUT1 FUT12 KIAA0180	23509
Q9Y3B3	TMED7 CGI-109	51014
Q15345	LRRC41 MUF1 PP7759	10489
P57088	TMEM33 DB83	55161
Q7Z309	FAM122B	159090
Q86WC4	OSTM1 GL HSPC019 UNQ6098/PRO21201	28962
Q8NC44	RETREG2 C2orf17 FAM134A MAG2	79137
Q96GQ7	DDX27 cPERP-F RHLP HSPC259 PP3241	55661
Q9UHC7	MKRN1 RNF61	23608
P35610	SOAT1 ACACT ACACT1 ACAT ACAT1 SOAT STAT	6646
Q9Y5J1	UTP18 WDR50 CDABP0061 CGI-48	51096
Q9BRT2	UQCC2 C6orf125 MNF1	84300
Q03164	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	4297
O14957	UQCR11 UQCR	10975
Q8NBZ7	UXS1 UNQ2538/PRO6079	80146
P55795	HNRNPH2 FTP3 HNRPH2	3188
O00186	STXBP3	6814
O43169	CYB5B CYB5M OMB5	80777
Q13813	SPTAN1 NEAS SPTA2	6709
Q8NBM4	UBAC2 PHGDHL1 PSEC0110	337867
Q9NZD8	SPG21 ACP33 BM-019 GL010	51324
Q9UJF2	RASAL2 NGAP	9462
P55899	FCGRT FCRN	2217
Q96K17	BTF3L4	91408
Q8N302	AGGF1 GPATC7 GPATCH7 VG5Q	55109
Q9UBH6	XPR1 SYG1 XR	9213
Q8WUA4	GTF3C2 KIAA0011	2976
P61421	ATP6V0D1 ATP6D VPATPD	9114
Q969X6	UTP4 CIRH1A cPERP-E KIAA1988	84916
Q7Z7G8	VPS13B CHS1 COH1 KIAA0532	157680
Q9UJV9	DDX41 ABS	51428
O95415	BRI3	25798
Q9BPX6	MICU1 CALC CBARA1	10367
Q8ND76	CCNY C10orf9 CBCP1 CFP1	219771
Q15437	SEC23B	10483
Q8NI36	WDR36	134430
Q15004	PCLAF KIAA0101 NS5ATP9 PAF L5	9768
Q9UQR1	ZNF148 ZBP89	7707
Q13950	RUNX2 AML3 CBFA1 OSF2 PEBP2A	860
P21283	ATP6V1C1 ATP6C ATP6D VATC	528
Q13530	SERINC3 DIFF33 TDE1 SBBI99	10955
Q12789	GTF3C1	2975
Q5TC12	ATPAF1 ATP11	64756
O75132	ZBED4 KIAA0637	9889
O94763	URI1 C19orf2 NNX3 PPP1R19 RMP URI	8725
Q92545	TMEM131 KIAA0257 RW1	23505
Q9H7B4	SMYD3 ZMYND1 ZNFN3A1	64754
Q5T9S5	CCDC18	343099
Q53EL6	PDCD4 H731	27250
Q96DI7	SNRNP40 PRP8BP SFP38 WDR57	9410
P43034	PAFAH1B1 LIS1 MDCR MDS PAFAHA	5048
P28074	PSMB5 LMPX MB1 X	5693
Q9H9L7	AKIRIN1 C1orf108	79647
O14521	SDHD SDH4	6392
Q9H1C4	UNC93B1 UNC93 UNC93B	81622
